Sample_name,Num_of_http_request,Num of get request,Num of post request,Num requests between first html response and malware response,Time between first html response and malware response,if_there_other_format_between_exe_html,download_malware_time,if exist fake_format(Pretending action),if exist refer_header_for_malware_request,entropy_of_downloadmalware_url,request_parameters,request_parameters_length,Get or Post request,Have_exe_file,entropy_of_exe_file,suspicious functions,vt positive results,Domain_name,availability,DN entropy,creation date,expiration date,lifetime,country,emails entropy,result
2014/10/01/2014-10-01-phishing-malware-run-on-a-VM,96,32,16,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.831134899,1,59,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/01/2014-10-01-phishing-malware-run-on-a-VM,104,36,16,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.831134899,1,59,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/01/2014-10-01-phishing-malware-run-on-a-VM,128,48,16,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.831134899,1,59,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/02/2014-10-02-Angler-EK-traffic,400,60,140,143,0:00:15,TRUE,0:00:00,TRUE,FALSE,0.674325708,1,65,FALSE,TRUE,6.60106387,0,55,asd.bingevomitsyndromesexy.net,1,0.482070602,,,,,,0
2014/10/03/2014-10-03-Sweet-Orange-EK-traffic,16,8,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/03/2014-10-03-Sweet-Orange-EK-traffic,40,20,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/03/2014-10-03-Sweet-Orange-EK-traffic,176,88,0,67,0:00:33,TRUE,0:00:00,FALSE,FALSE,0.549015817,1,10,FALSE,TRUE,6.727901582,3,52,k.epavers.com:17767,0,0.473392988,,,,,,0
2014/10/04/2014-10-04-Rig-EK-and-Upatre-traffic,152,68,8,53,0:00:27,TRUE,0:00:00,FALSE,FALSE,0.689852446,3,113,FALSE,TRUE,4.034498263,1,56,story.christophertawes.com,1,0.457653264,,,,,,0
2014/10/05/2014-10-05-Rig-EK-traffic,80,40,0,29,0:03:19,TRUE,0:00:00,FALSE,FALSE,0.682833023,3,116,FALSE,TRUE,7.287891674,5,51,contact.collegemotorsltd.com,0,0.429649151,1433476800,1496635200,63158400,376,0.431852795,0
2014/10/06/UpdateFlashPlayer_4caf296.exe-malwr.com-analysis,56,20,8,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.87770779,2,50,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/06/UpdateFlashPlayer_4caf296.exe-malwr.com-analysis,152,48,28,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.87770779,2,50,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/06/UpdateFlashPlayer_4caf296.exe-malwr.com-analysis,344,144,28,95,0:00:06,TRUE,0:00:00,TRUE,FALSE,0.588257318,7,71,FALSE,TRUE,6.729069907,0,45,asqueens.bigfatcoach.net:15106,0,0.523737269,,,,,,0
2014/10/06/UpdateFlashPlayer_4caf296.exe-malwr.com-analysis,5376,2584,104,2031,0:00:08,TRUE,0:00:00,TRUE,FALSE,0.569243062,1,10,FALSE,TRUE,6.696319038,5,52,asquality.bastionwright.com:15106,0,0.546213435,,,,,,0
2014/10/06/UpdateFlashPlayer_4caf296.exe-malwr.com-analysis,5424,2596,116,2031,0:00:08,TRUE,0:00:00,TRUE,FALSE,0.569243062,1,10,FALSE,TRUE,6.87770779,2,50,asquality.bastionwright.com:15106,0,0.546213435,,,,,,0
2014/10/07/2014-10-07-running-the-malware-in-a-VM,16,4,4,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/08/2014-10-08-phishing-malware-analysis-from-malwr.com,48,4,20,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/09/UpdateFlashPlayer_811e7dfc.exe-malwr.com-analysis,1204,580,24,390,0:00:36,TRUE,0:00:00,FALSE,FALSE,0.487457366,1,32,FALSE,TRUE,6.921515908,3,51,178.32.82.137,0,0.320681034,,,,,0.433465023,0
2014/10/09/UpdateFlashPlayer_811e7dfc.exe-malwr.com-analysis,1308,632,24,390,0:00:36,TRUE,0:00:00,FALSE,FALSE,0.487457366,1,32,FALSE,TRUE,6.921515908,3,51,178.32.82.137,0,0.320681034,,,,,0.433465023,0
2014/10/09/UpdateFlashPlayer_811e7dfc.exe-malwr.com-analysis,1308,632,24,390,0:00:36,TRUE,0:00:00,FALSE,FALSE,0.487457366,1,32,FALSE,TRUE,6.921515908,3,51,178.32.82.137,0,0.320681034,,,,,0.433465023,0
2014/10/09/UpdateFlashPlayer_811e7dfc.exe-malwr.com-analysis,1396,660,40,390,0:00:36,TRUE,0:00:00,FALSE,FALSE,0.487457366,1,32,FALSE,TRUE,6.921515908,3,51,178.32.82.137,0,0.320681034,,,,,0.433465023,0
2014/10/09/UpdateFlashPlayer_811e7dfc.exe-malwr.com-analysis,1396,660,40,390,0:00:36,TRUE,0:00:00,FALSE,FALSE,0.487457366,1,32,FALSE,TRUE,6.921515908,3,51,178.32.82.137,0,0.320681034,,,,,0.433465023,0
2014/10/09/UpdateFlashPlayer_811e7dfc.exe-malwr.com-analysis,1420,668,44,390,0:00:36,TRUE,0:00:00,FALSE,FALSE,0.487457366,1,32,FALSE,TRUE,6.921515908,3,51,178.32.82.137,0,0.320681034,,,,,0.433465023,0
2014/10/26/2014-10-26-Fiesta-EK-traffic,144,72,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/27/2014-10-27-Sweet-Orange-EK-traffic,328,84,80,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/27/2014-10-27-Sweet-Orange-EK-traffic,424,116,96,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/27/2014-10-27-Sweet-Orange-EK-traffic,616,212,96,95,0:05:46,TRUE,0:00:00,FALSE,FALSE,0.576723081,7,71,FALSE,TRUE,6.725882458,1,50,k.retainingwallinc.com:51439,0,0.522750737,,,,,,0
2014/10/28/2014-10-28-Asprox-free-pizza-file-malwr.com-analysis,8,0,4,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/10/30/2014-10-30-FlashPack-EK-traffic,160,68,12,61,1:10:27,TRUE,0:00:00,TRUE,FALSE,0.451882634,1,15,FALSE,TRUE,6.842727731,4,59,stonepacific.in,0,0.415403936,,,,,,0
2014/10/30/2014-10-30-FlashPack-EK-traffic,160,68,12,61,1:10:27,TRUE,0:00:00,TRUE,FALSE,0.451882634,1,15,FALSE,TRUE,6.876514698,2,51,stonepacific.in,0,0.415403936,,,,,,0
2014/10/30/2014-10-30-FlashPack-EK-traffic,264,116,16,51,1:00:57,TRUE,0:00:00,TRUE,FALSE,0.563862459,1,25,FALSE,TRUE,6.845342114,7,55,kethanlingtoro.eu,0,0.452109322,,,,,,0
2014/10/31/2014-10-31-phishing-malware-run-in-VM,8,4,0,0,0,TRUE,0:00:00,FALSE,FALSE,0.474630265,1,15,FALSE,TRUE,7.730686705,5,50,gftnet.gftforex.com,0,0.415795047,,,,,,0
2014/11/01/2014-11-01-Fiesta-EK-traffic,144,72,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/02/2014-11-02-Angler-EK-traffic,136,44,24,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/05/2014-11-05-malwr.com-analysis-of-image002D.exe,0,0,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/05/2014-11-05-malwr.com-analysis-of-image002D.exe,0,0,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/06/2014-11-06-Nuclear-EK-traffic,120,60,0,45,0:00:33,TRUE,0:00:00,FALSE,FALSE,0.562683493,1,26,FALSE,TRUE,6.229857336,0,52,grannityrektonaver.co.vu,0,0.461090237,,,,,,0
2014/11/10/2014-11-10-Angler-EK-traffic,64,32,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.666337807,1,51,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/11/2014-11-11-Angler-EK-traffic-only,24,12,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/13/2014-11-13-phishing-malware-traffic-in-a-VM,176,88,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/13/2014-11-13-phishing-malware-traffic-in-a-VM,264,128,4,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/14/2014-11-14-CryptoWall-phishing-malware-run-on-a-VM,104,40,12,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.615832996,2,56,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/14/2014-11-14-CryptoWall-phishing-malware-run-on-a-VM,304,136,16,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.615832996,2,56,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/15/2014-11-15-Rig-EK-traffic,112,36,20,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.535593121,1,49,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/15/2014-11-15-Rig-EK-traffic,248,104,20,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.535593121,1,50,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/16/2014-11-16-traffic-analysis-exercise,312,152,4,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/18/2014-11-18-Sweet-Orange-EK-traffic,72,36,0,31,0:00:22,TRUE,0:00:00,FALSE,FALSE,0.590551811,7,66,FALSE,TRUE,6.111038775,0,50,parimmm.celebrity-sextapes.com:8080,0,0.512588964,,,,,,0
2014/11/19/2014-11-19-Fiesta-EK-traffic-on-VM,152,76,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/19/2014-11-19-Fiesta-EK-traffic-on-VM,336,168,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/21/2014-11-21-fake-av-traffic,336,164,4,81,0:00:33,TRUE,0:00:00,FALSE,FALSE,0.533272008,1,37,FALSE,TRUE,7.954411915,1,46,30b67b32bf516ef8cf5b-4ed8b165d2e263c1e064f9e2c3acc400.r32.cf5.rackcdn.com,0,0.529803693,1292389200,1513314000,220924800,840,0.469158719,0
2014/11/22/2014-11-22-Angler-EK-traffic,960,412,68,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,49,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/23/2014-11-23-traffic-analysis-exercise,2104,1052,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/11/30/2014-11-30-Gondad-EK-traffic,96,48,0,31,0:00:13,TRUE,0:00:00,FALSE,FALSE,0.436707595,1,12,FALSE,TRUE,7.93702231,1,48,daewootec.com,0,0.378373342,1045112400,1770958800,725846400,410,0.455268731,0
2014/12/01/2014-12-01-Neutrino-EK-traffic-second-run,104,52,0,49,0:00:24,TRUE,0:00:00,FALSE,FALSE,0.596349979,1,67,FALSE,TRUE,6.713639312,5,56,cjcpevng.kommonly.eu:10852,0,0.529862641,,,,,,0
2014/12/01/2014-12-01-Neutrino-EK-traffic-second-run,216,108,0,53,0:00:13,TRUE,0:00:00,FALSE,FALSE,0.584101118,1,110,FALSE,TRUE,6.713639312,5,56,quftaugmfx.kommonly.eu:4708,0,0.522556432,,,,,,0
2014/12/01/2014-12-01-Neutrino-EK-traffic-second-run,216,108,0,53,0:00:13,TRUE,0:00:00,FALSE,FALSE,0.584101118,1,110,FALSE,TRUE,6.713639312,5,56,quftaugmfx.kommonly.eu:4708,0,0.522556432,,,,,,0
2014/12/01/2014-12-01-Neutrino-EK-traffic-second-run,344,172,0,61,0:00:12,TRUE,0:00:00,FALSE,FALSE,0.608097515,7,98,FALSE,TRUE,6.713639312,5,56,oiqgp.freedlyaccupay.eu:34149,0,0.526407574,,,,,,0
2014/12/01/2014-12-01-Neutrino-EK-traffic-second-run,472,236,0,61,0:00:06,TRUE,0:00:00,FALSE,FALSE,0.573770213,1,70,FALSE,TRUE,6.713639312,5,56,vosng.freedlyaccupay.eu:5434,0,0.526120771,,,,,,0
2014/12/03/2014-12-03-phishing-malware-traffic,0,0,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/03/2014-12-03-phishing-malware-traffic,56,8,20,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/04/2014-12-04-traffic-analysis-exercise,904,440,12,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/05/2014-12-05-phishing-email-traffic,104,44,8,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/07/2014-12-07-Neutrino-EK-traffic,808,384,20,377,2 days: 20:25:04,TRUE,0:00:00,FALSE,FALSE,0.576105019,1,98,FALSE,TRUE,7.065785311,4,52,eytmxgnqlm.nirval.eu:8823,0,0.520482033,,,,,,0
2014/12/08/2014-12-08-traffic-analysis-exercise,800,380,20,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/10/2014-12-10-Nuclear-EK-traffic,120,60,0,41,0:00:06,TRUE,0:00:00,FALSE,FALSE,0.648991597,1,67,FALSE,TRUE,7.592568269,5,50,seventhnamed.co.vu,0,0.446553912,,,,,,0
2014/12/11/2014-12-11-Asprox-malware-run-on-a-VM,64,16,16,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.454891954,0,52,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/11/2014-12-11-Asprox-malware-run-on-a-VM,144,56,16,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.454891954,0,56,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/11/2014-12-11-Asprox-malware-run-on-a-VM,680,280,60,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.454891954,0,56,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/12/2014-12-12-Nuclear-EK-traffic,88,44,0,27,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.642290964,1,67,FALSE,TRUE,6.747713314,1,51,yquesrerman.ga,0,0.422347938,,,,,0,0
2014/12/13/2014-12-13-Gondad-EK-malware-analysis,136,68,0,67,0:00:13,TRUE,0:00:00,FALSE,FALSE,0.466707595,1,11,FALSE,TRUE,7.913549746,0,52,23.248.253.123,0,0.319582092,,,,,0.438361332,0
2014/12/13/2014-12-13-Gondad-EK-malware-analysis,160,76,4,67,0:00:13,TRUE,0:00:00,FALSE,FALSE,0.466707595,1,11,FALSE,TRUE,7.913549746,0,52,23.248.253.123,0,0.319582092,,,,,0.438361332,0
2014/12/15/2014-12-15-traffic-analysis-exercise,48,24,0,19,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.629808089,1,67,FALSE,TRUE,5.127900782,0,51,fourkopoll.co.vu,0,0.390625,,,,,,0
2014/12/15/2014-12-15-traffic-analysis-exercise,1868,932,0,19,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.629808089,1,67,FALSE,TRUE,5.127900782,0,51,fourkopoll.co.vu,0,0.390625,,,,,,0
2014/12/16/2014-12-16-phishing-malware-run-on-VM,8,4,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.730186204,4,51,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/17/2014-12-17-Fiesta-EK-traffic,112,56,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/18/2014-12-18-Nuclear-EK-traffic,104,48,4,31,0:00:02,TRUE,0:00:00,FALSE,FALSE,0.655861933,1,65,FALSE,TRUE,6.933706482,4,48,woxepityfillo.cf,0,0.4375,,,,,0,0
2014/12/25/2014-12-25-Nuclear-EK-from-Windigo-group-traffic,216,108,0,65,0:00:12,TRUE,0:00:00,FALSE,FALSE,0.67582803,1,65,FALSE,TRUE,7.634945595,5,51,gibdbnfgy8t3hglj5xzll7x.alicisemsiye.com,0,0.550381993,1371096000,1497326400,126230400,36,0.445681029,0
2014/12/26/2014-12-26-Fiesta-EK-traffic-03,208,104,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/26/2014-12-26-Fiesta-EK-traffic-03,352,176,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2014/12/26/2014-12-26-Fiesta-EK-traffic-03,528,264,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/01/2015-01-01-phishing-email-word-attachment-executed-on-VM,8,4,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,0,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/01/2015-01-01-phishing-email-word-attachment-executed-on-VM,24,12,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,0,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/01/2015-01-01-phishing-email-word-attachment-executed-on-VM,24,12,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,0,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/01/2015-01-01-phishing-email-word-attachment-executed-on-VM,32,16,0,0,0,TRUE,0:00:00,TRUE,FALSE,0.508591047,1,8,FALSE,TRUE,5.778557196,0,52,ng01.hostingsiteforfree.com,0,0.476260136,1297314000,1518238800,220924800,440,0.446558678,0
2015/01/02/2015-01-02-Asprox-botnet-phishing-malware-executed-in-a-VM,24,4,8,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/03/2015-01-03-KaiXin-EK-traffic,16,4,4,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/03/2015-01-03-KaiXin-EK-traffic,128,60,4,53,0:00:08,TRUE,0:00:00,FALSE,FALSE,0.407187551,1,9,FALSE,TRUE,7.556343331,1,51,xzzz1.3322.org,0,0.379893585,1008113740,1513035340,504921600,156,0,0
2015/01/07/2015-01-07-phishing-malware-run-on-VM,0,0,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/07/2015-01-07-phishing-malware-run-on-VM,0,0,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,8,4,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,16,8,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,24,12,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,32,16,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,40,20,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,48,24,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,56,28,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,56,28,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,64,32,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,72,36,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,80,40,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,88,44,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,96,48,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/08/2015-01-07-download,104,52,0,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,6.268149178,5,51,82.244.160.22,1,0.320681034,,,,,,0
2015/01/08/2015-01-07-download,104,52,0,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,6.268149178,5,51,82.244.160.22,1,0.320681034,,,,,,0
2015/01/08/2015-01-07-download,112,56,0,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,6.310718411,10,51,82.244.160.22,1,0.320681034,,,,,,0
2015/01/08/2015-01-07-download,112,56,0,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,6.310718411,10,51,82.244.160.22,1,0.320681034,,,,,,0
2015/01/08/2015-01-07-download,120,60,0,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,-1,-1,52,82.244.160.22,1,0.320681034,,,,,,0
2015/01/08/2015-01-07-download,152,72,4,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,-1,-1,52,82.244.160.22,1,0.320681034,,,,,,0
2015/01/08/2015-01-07-download,160,76,4,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,-1,-1,50,82.244.160.22,1,0.320681034,,,,,,0
2015/01/08/2015-01-07-download,168,80,4,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,6.114033357,4,56,82.244.160.22,1,0.320681034,,,,,,0
2015/01/08/2015-01-07-download,176,84,4,0,0,TRUE,0:00:00,FALSE,FALSE,0.571643851,1,71,FALSE,TRUE,6.333908781,2,54,82.244.160.22,1,0.320681034,,,,,,0
2015/01/09/2015-01-09-traffic-analysis-exercise,72,32,4,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/12/2015-01-12-Sweet-Orange-EK-traffic,96,20,28,0,0,TRUE,0:00:00,FALSE,FALSE,0.478156451,1,12,FALSE,TRUE,6.224712985,4,52,185.82.200.131,0,0.337439232,,,,,0.433465023,0
2015/01/12/2015-01-12-Sweet-Orange-EK-traffic,192,40,56,0,0,TRUE,0:00:00,FALSE,FALSE,0.478156451,1,12,FALSE,TRUE,6.224712985,4,52,185.82.200.131,0,0.337439232,,,,,0.433465023,0
2015/01/13/2015-01-13-malwr.com-analysis-of-the-upatre-downloader,64,32,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/13/2015-01-13-malwr.com-analysis-of-the-upatre-downloader,80,40,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/15/2015-01-15-Upatre-Dyre-traffic-example,72,36,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/18/2015-01-18-traffic-analysis-exercise-2-of-2,128,52,12,37,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.621726936,1,65,FALSE,TRUE,7.180905027,2,54,nightglass.ga,0,0.378373342,,,,,,0
2015/01/18/2015-01-18-traffic-analysis-exercise-2-of-2,272,124,12,37,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.621726936,1,65,FALSE,TRUE,7.180905027,2,54,nightglass.ga,0,0.378373342,,,,,,0
2015/01/18/2015-01-18-traffic-analysis-exercise-2-of-2,632,284,16,37,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.621726936,1,65,FALSE,TRUE,7.180905027,2,54,nightglass.ga,0,0.378373342,,,,,,0
2015/01/20/2015-01-20-phishing-email-word-document-downloads-malware,960,464,16,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.861545153,3,51,,-1,-1,-1,-1,-1,-1,-1,0
2015/01/20/2015-01-20-phishing-email-word-document-downloads-malware,1096,472,76,55,0:01:04,TRUE,0:00:00,TRUE,FALSE,0.578122151,1,62,FALSE,TRUE,7.878166991,5,46,fs03n4.sendspace.com,0,0.460522969,1121313600,1563076800,441763200,196,0.446558678,0
2015/01/20/2015-01-20-phishing-email-word-document-downloads-malware,1104,476,76,55,0:01:04,TRUE,0:00:00,TRUE,FALSE,0.578122151,1,62,FALSE,TRUE,6.861545153,3,51,fs03n4.sendspace.com,0,0.460522969,1121313600,1563076800,441763200,196,0.446558678,0
